시도,군구,관광지명,유료/무료,연도월,입장객수,연도
서울특별시,중구,덕수궁,,2019년 10월,41581.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 10월,3724.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 10월,16093.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 10월,489.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 10월,8.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 10월,20.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 10월,2148.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 10월,25206.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 10월,39.0,2019
서울특별시,강남구,선릉·정릉,,2019년 10월,2294.0,2019
서울특별시,종로구,경복궁,,2019년 11월,96761.0,2019
서울특별시,종로구,종묘,,2019년 11월,5009.0,2019
서울특별시,종로구,창경궁,,2019년 11월,8070.0,2019
서울특별시,종로구,창덕궁,,2019년 11월,51600.0,2019
서울특별시,중구,남산골한옥마을,,2019년 11월,11347.0,2019
서울특별시,중구,덕수궁,,2019년 11월,36850.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 11월,1705.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 11월,9119.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 11월,341.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 11월,434.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 11월,30.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 11월,2029.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 11월,19877.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 11월,13.0,2019
서울특별시,강남구,선릉·정릉,,2019년 11월,1386.0,2019
서울특별시,종로구,경복궁,,2019년 12월,99912.0,2019
서울특별시,종로구,종묘,,2019년 12월,3489.0,2019
서울특별시,종로구,창경궁,,2019년 12월,4254.0,2019
서울특별시,종로구,창덕궁,,2019년 12월,30505.0,2019
서울특별시,중구,남산골한옥마을,,2019년 12월,9941.0,2019
서울특별시,중구,덕수궁,,2019년 12월,26079.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 12월,3408.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 12월,8552.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 12월,266.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 12월,19.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 12월,43.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 12월,2126.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 12월,20684.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 12월,18.0,2019
서울특별시,강남구,선릉·정릉,,2019년 12월,859.0,2019
